"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","300","1999 DEM euro / euro","1993","Western calendar year","397260000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","200","1999 DEM euro / euro                    ","1993","Western calendar year","394830000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","1000","Euro","2008","Western calendar year","202301000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","300","1999 DEM euro / euro","1993","Western calendar year","196060000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","200","1999 DEM euro / euro                    ","1993","Western calendar year","219600000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","1000","Euro","2008","Western calendar year","394307000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","300","1999 DEM euro / euro","1993","Western calendar year","391630000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","200","1999 DEM euro / euro                    ","1993","Western calendar year","389280000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","1000","Euro","2008","Western calendar year","199070000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","300","1999 DEM euro / euro","1993","Western calendar year","190410000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","200","1999 DEM euro / euro                    ","1993","Western calendar year","213480000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","1000","Euro","2008","Western calendar year","388616000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","300","1999 DEM euro / euro","1993","Western calendar year","386240000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","200","1999 DEM euro / euro                    ","1993","Western calendar year","383570000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","1000","Euro","2008","Western calendar year","193795000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","300","1999 DEM euro / euro","1993","Western calendar year","183600000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","200","1999 DEM euro / euro                    ","1993","Western calendar year","209580000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","1000","Euro","2008","Western calendar year","382754000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","300","1999 DEM euro / euro","1993","Western calendar year","380890000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","200","1999 DEM euro / euro                    ","1993","Western calendar year","378420000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","1000","Euro","2008","Western calendar year","188215000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","300","1999 DEM euro / euro","1993","Western calendar year","179460000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","200","1999 DEM euro / euro                    ","1993","Western calendar year","205490000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","1000","Euro","2008","Western calendar year","382337000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","300","1999 DEM euro / euro","1993","Western calendar year","379640000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","200","1999 DEM euro / euro                    ","1993","Western calendar year","375390000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","1000","Euro","2008","Western calendar year","173010000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","300","1999 DEM euro / euro","1993","Western calendar year","163230000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","200","1999 DEM euro / euro                    ","1993","Western calendar year","188030000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","1000","Euro","2008","Western calendar year","376955000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","300","1999 DEM euro / euro","1993","Western calendar year","376260000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","200","1999 DEM euro / euro                    ","1993","Western calendar year","372040000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","1000","Euro","2008","Western calendar year","166789000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","300","1999 DEM euro / euro","1993","Western calendar year","155430000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","200","1999 DEM euro / euro                    ","1993","Western calendar year","179420000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","1000","Euro","2008","Western calendar year","373388000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","300","1999 DEM euro / euro","1993","Western calendar year","372360000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","200","1999 DEM euro / euro                    ","1993","Western calendar year","368180000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","1000","Euro","2008","Western calendar year","161061000000",""
